Year,State Name,SEA Education Environment,SEA Disability Category,Age 5 (School Age)-11,Age 12-17,Age 18-21,Age 5 (School Age)-21
2021,Hawaii,Services in Regular Early Childhood Program (attend less than 10 hours),Orthopedic impairment,-,-,-,-
2021,Hawaii,"Total, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Hawaii,"Total, School Age",Orthopedic impairment,18,22,3,43
2021,Hawaii,Correctional Facilities,Other health impairment,0,3,0,3
2021,Hawaii,Home,Other health impairment,-,-,-,-
2021,Hawaii,Homebound/Hospital,Other health impairment,12,7,4,23
2021,Hawaii,Inside regular class 40% through 79% of the day,Other health impairment,371,577,27,975
2021,Hawaii,Inside regular class 80% or more of the day,Other health impairment,699,959,34,1692
2021,Hawaii,Inside regular class less than 40% of the day,Other health impairment,118,187,32,337
2021,Hawaii,Parentally Placed in Private Schools,Other health impairment,1,2,0,3
2021,Hawaii,"Residential Facility, Early Childhood",Other health impairment,-,-,-,-
2021,Hawaii,"Residential Facility, School Age",Other health impairment,1,2,0,3
2021,Hawaii,Separate Class,Other health impairment,-,-,-,-
2021,Hawaii,"Separate School, Early Childhood",Other health impairment,-,-,-,-
2021,Hawaii,"Separate School, School Age",Other health impairment,2,17,2,21
2021,Hawaii,Service Provider Location,Other health impairment,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Hawaii,"Total, Early Childhood",Other health impairment,-,-,-,-
2021,Hawaii,"Total, School Age",Other health impairment,1204,1754,99,3057
2021,Hawaii,Correctional Facilities,Specific learning disability,0,0,0,0
2021,Hawaii,Home,Specific learning disability,-,-,-,-
2021,Hawaii,Homebound/Hospital,Specific learning disability,1,1,1,3
2021,Hawaii,Inside regular class 40% through 79% of the day,Specific learning disability,949,1409,70,2428
2021,Hawaii,Inside regular class 80% or more of the day,Specific learning disability,1864,2695,112,4671
2021,Hawaii,Inside regular class less than 40% of the day,Specific learning disability,60,241,27,328
2021,Hawaii,Parentally Placed in Private Schools,Specific learning disability,11,11,0,22
2021,Hawaii,"Residential Facility, Early Childhood",Specific learning disability,-,-,-,-
2021,Hawaii,"Residential Facility, School Age",Specific learning disability,0,0,0,0
2021,Hawaii,Separate Class,Specific learning disability,-,-,-,-
2021,Hawaii,"Separate School, Early Childhood",Specific learning disability,-,-,-,-
2021,Hawaii,"Separate School, School Age",Specific learning disability,0,10,1,11
2021,Hawaii,Service Provider Location,Specific learning disability,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Hawaii,"Total, Early Childhood",Specific learning disability,-,-,-,-
2021,Hawaii,"Total, School Age",Specific learning disability,2885,4367,211,7463
2021,Hawaii,Correctional Facilities,Speech or language impairment,0,0,0,0
2021,Hawaii,Home,Speech or language impairment,-,-,-,-
2021,Hawaii,Homebound/Hospital,Speech or language impairment,0,0,0,0
2021,Hawaii,Inside regular class 40% through 79% of the day,Speech or language impairment,44,16,0,60
2021,Hawaii,Inside regular class 80% or more of the day,Speech or language impairment,640,37,0,677
2021,Hawaii,Inside regular class less than 40% of the day,Speech or language impairment,4,4,0,8
2021,Hawaii,Parentally Placed in Private Schools,Speech or language impairment,6,2,0,8
2021,Hawaii,"Residential Facility, Early Childhood",Speech or language impairment,-,-,-,-
2021,Hawaii,"Residential Facility, School Age",Speech or language impairment,0,0,0,0
2021,Hawaii,Separate Class,Speech or language impairment,-,-,-,-
2021,Hawaii,"Separate School, Early Childhood",Speech or language impairment,-,-,-,-
2021,Hawaii,"Separate School, School Age",Speech or language impairment,0,1,0,1
2021,Hawaii,Service Provider Location,Speech or language impairment,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Hawaii,"Total, Early Childhood",Speech or language impairment,-,-,-,-
2021,Hawaii,"Total, School Age",Speech or language impairment,694,60,0,754
2021,Hawaii,Correctional Facilities,Traumatic brain injury,0,0,0,0
2021,Hawaii,Home,Traumatic brain injury,-,-,-,-
2021,Hawaii,Homebound/Hospital,Traumatic brain injury,1,2,0,3
2021,Hawaii,Inside regular class 40% through 79% of the day,Traumatic brain injury,3,12,0,15
2021,Hawaii,Inside regular class 80% or more of the day,Traumatic brain injury,6,13,0,19
2021,Hawaii,Inside regular class less than 40% of the day,Traumatic brain injury,7,5,2,14
2021,Hawaii,Parentally Placed in Private Schools,Traumatic brain injury,0,0,0,0
2021,Hawaii,"Residential Facility, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Hawaii,"Residential Facility, School Age",Traumatic brain injury,0,0,1,1
2021,Hawaii,Separate Class,Traumatic brain injury,-,-,-,-
2021,Hawaii,"Separate School, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Hawaii,"Separate School, School Age",Traumatic brain injury,0,0,0,0
2021,Hawaii,Service Provider Location,Traumatic brain injury,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Hawaii,"Total, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Hawaii,"Total, School Age",Traumatic brain injury,17,32,3,52
2021,Hawaii,Correctional Facilities,Visual impairment,0,0,0,0
2021,Hawaii,Home,Visual impairment,-,-,-,-
2021,Hawaii,Homebound/Hospital,Visual impairment,0,0,0,0
2021,Hawaii,Inside regular class 40% through 79% of the day,Visual impairment,2,5,1,8
2021,Hawaii,Inside regular class 80% or more of the day,Visual impairment,17,13,0,30
2021,Hawaii,Inside regular class less than 40% of the day,Visual impairment,2,2,2,6
2021,Hawaii,Parentally Placed in Private Schools,Visual impairment,0,0,0,0
2021,Hawaii,"Residential Facility, Early Childhood",Visual impairment,-,-,-,-
2021,Hawaii,"Residential Facility, School Age",Visual impairment,0,0,0,0
2021,Hawaii,Separate Class,Visual impairment,-,-,-,-
2021,Hawaii,"Separate School, Early Childhood",Visual impairment,-,-,-,-
2021,Hawaii,"Separate School, School Age",Visual impairment,0,0,1,1
2021,Hawaii,Service Provider Location,Visual impairment,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Visual impairment,-,-,-,-
2021,Hawaii,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Visual impairment,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend at least 10 hours),Visual impairment,-,-,-,-
2021,Hawaii,Services in Regular Early Childhood Program (attend less than 10 hours),Visual impairment,-,-,-,-
2021,Hawaii,"Total, Early Childhood",Visual impairment,-,-,-,-
2021,Hawaii,"Total, School Age",Visual impairment,21,20,4,45
2021,Idaho,Correctional Facilities,All Disabilities,1,61,46,108
2021,Idaho,Home,All Disabilities,-,-,-,-
2021,Idaho,Homebound/Hospital,All Disabilities,14,17,4,35
2021,Idaho,Inside regular class 40% through 79% of the day,All Disabilities,3023,4996,314,8333
2021,Idaho,Inside regular class 80% or more of the day,All Disabilities,13218,8777,543,22538
2021,Idaho,Inside regular class less than 40% of the day,All Disabilities,1547,1272,311,3130
2021,Idaho,Parentally Placed in Private Schools,All Disabilities,78,12,1,91
2021,Idaho,"Residential Facility, Early Childhood",All Disabilities,-,-,-,-
2021,Idaho,"Residential Facility, School Age",All Disabilities,2,13,8,23
2021,Idaho,Separate Class,All Disabilities,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",All Disabilities,-,-,-,-
2021,Idaho,"Separate School, School Age",All Disabilities,109,131,70,310
2021,Idaho,Service Provider Location,All Disabilities,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),All Disabilities,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),All Disabilities,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),All Disabilities,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),All Disabilities,-,-,-,-
2021,Idaho,"Total, Early Childhood",All Disabilities,-,-,-,-
2021,Idaho,"Total, School Age",All Disabilities,17992,15279,1297,34568
2021,Idaho,Correctional Facilities,Autism,0,1,0,1
2021,Idaho,Home,Autism,-,-,-,-
2021,Idaho,Homebound/Hospital,Autism,0,2,1,3
2021,Idaho,Inside regular class 40% through 79% of the day,Autism,377,520,66,963
2021,Idaho,Inside regular class 80% or more of the day,Autism,894,877,87,1858
2021,Idaho,Inside regular class less than 40% of the day,Autism,533,372,95,1000
2021,Idaho,Parentally Placed in Private Schools,Autism,2,2,0,4
2021,Idaho,"Residential Facility, Early Childhood",Autism,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Autism,0,0,2,2
2021,Idaho,Separate Class,Autism,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Autism,-,-,-,-
2021,Idaho,"Separate School, School Age",Autism,22,22,23,67
2021,Idaho,Service Provider Location,Autism,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-
2021,Idaho,"Total, Early Childhood",Autism,-,-,-,-
2021,Idaho,"Total, School Age",Autism,1828,1796,274,3898
2021,Idaho,Correctional Facilities,Deaf-blindness,0,0,0,0
2021,Idaho,Home,Deaf-blindness,-,-,-,-
2021,Idaho,Homebound/Hospital,Deaf-blindness,0,0,0,0
2021,Idaho,Inside regular class 40% through 79% of the day,Deaf-blindness,0,1,0,1
2021,Idaho,Inside regular class 80% or more of the day,Deaf-blindness,6,1,0,7
2021,Idaho,Inside regular class less than 40% of the day,Deaf-blindness,0,1,0,1
2021,Idaho,Parentally Placed in Private Schools,Deaf-blindness,0,0,0,0
2021,Idaho,"Residential Facility, Early Childhood",Deaf-blindness,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Deaf-blindness,0,0,0,0
2021,Idaho,Separate Class,Deaf-blindness,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Deaf-blindness,-,-,-,-
2021,Idaho,"Separate School, School Age",Deaf-blindness,0,0,0,0
2021,Idaho,Service Provider Location,Deaf-blindness,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-
2021,Idaho,"Total, Early Childhood",Deaf-blindness,-,-,-,-
2021,Idaho,"Total, School Age",Deaf-blindness,6,3,0,9
2021,Idaho,Correctional Facilities,Developmental delay,-,-,-,-
2021,Idaho,Home,Developmental delay,-,-,-,-
2021,Idaho,Homebound/Hospital,Developmental delay,-,-,-,-
2021,Idaho,Inside regular class 40% through 79% of the day,Developmental delay,669,-,-,669
2021,Idaho,Inside regular class 80% or more of the day,Developmental delay,1840,-,-,1840
2021,Idaho,Inside regular class less than 40% of the day,Developmental delay,302,-,-,302
2021,Idaho,Parentally Placed in Private Schools,Developmental delay,5,-,-,5
2021,Idaho,"Residential Facility, Early Childhood",Developmental delay,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Developmental delay,-,-,-,-
2021,Idaho,Separate Class,Developmental delay,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Developmental delay,-,-,-,-
2021,Idaho,"Separate School, School Age",Developmental delay,11,-,-,11
2021,Idaho,Service Provider Location,Developmental delay,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-
2021,Idaho,"Total, Early Childhood",Developmental delay,-,-,-,-
2021,Idaho,"Total, School Age",Developmental delay,2827,-,-,2827
2021,Idaho,Correctional Facilities,Emotional disturbance,0,26,16,42
2021,Idaho,Home,Emotional disturbance,-,-,-,-
2021,Idaho,Homebound/Hospital,Emotional disturbance,2,1,0,3
2021,Idaho,Inside regular class 40% through 79% of the day,Emotional disturbance,64,248,10,322
2021,Idaho,Inside regular class 80% or more of the day,Emotional disturbance,248,473,35,756
2021,Idaho,Inside regular class less than 40% of the day,Emotional disturbance,70,78,4,152
2021,Idaho,Parentally Placed in Private Schools,Emotional disturbance,0,0,0,0
2021,Idaho,"Residential Facility, Early Childhood",Emotional disturbance,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Emotional disturbance,0,1,0,1
2021,Idaho,Separate Class,Emotional disturbance,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Emotional disturbance,-,-,-,-
2021,Idaho,"Separate School, School Age",Emotional disturbance,15,37,4,56
2021,Idaho,Service Provider Location,Emotional disturbance,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-
2021,Idaho,"Total, Early Childhood",Emotional disturbance,-,-,-,-
2021,Idaho,"Total, School Age",Emotional disturbance,399,864,69,1332
2021,Idaho,Correctional Facilities,Hearing impairment,0,0,0,0
2021,Idaho,Home,Hearing impairment,-,-,-,-
2021,Idaho,Homebound/Hospital,Hearing impairment,0,0,0,0
2021,Idaho,Inside regular class 40% through 79% of the day,Hearing impairment,27,48,5,80
2021,Idaho,Inside regular class 80% or more of the day,Hearing impairment,106,66,6,178
2021,Idaho,Inside regular class less than 40% of the day,Hearing impairment,8,3,1,12
2021,Idaho,Parentally Placed in Private Schools,Hearing impairment,0,0,0,0
2021,Idaho,"Residential Facility, Early Childhood",Hearing impairment,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Hearing impairment,0,4,2,6
2021,Idaho,Separate Class,Hearing impairment,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Hearing impairment,-,-,-,-
2021,Idaho,"Separate School, School Age",Hearing impairment,19,23,4,46
2021,Idaho,Service Provider Location,Hearing impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Hearing impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Hearing impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Hearing impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Hearing impairment,-,-,-,-
2021,Idaho,"Total, Early Childhood",Hearing impairment,-,-,-,-
2021,Idaho,"Total, School Age",Hearing impairment,160,144,18,322
2021,Idaho,Correctional Facilities,Intellectual disability,0,2,2,4
2021,Idaho,Home,Intellectual disability,-,-,-,-
2021,Idaho,Homebound/Hospital,Intellectual disability,0,0,1,1
2021,Idaho,Inside regular class 40% through 79% of the day,Intellectual disability,251,664,76,991
2021,Idaho,Inside regular class 80% or more of the day,Intellectual disability,177,218,25,420
2021,Idaho,Inside regular class less than 40% of the day,Intellectual disability,185,347,110,642
2021,Idaho,Parentally Placed in Private Schools,Intellectual disability,1,2,1,4
2021,Idaho,"Residential Facility, Early Childhood",Intellectual disability,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Intellectual disability,0,0,0,0
2021,Idaho,Separate Class,Intellectual disability,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Intellectual disability,-,-,-,-
2021,Idaho,"Separate School, School Age",Intellectual disability,6,13,25,44
2021,Idaho,Service Provider Location,Intellectual disability,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Intellectual disability,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Intellectual disability,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Intellectual disability,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Intellectual disability,-,-,-,-
2021,Idaho,"Total, Early Childhood",Intellectual disability,-,-,-,-
2021,Idaho,"Total, School Age",Intellectual disability,620,1246,240,2106
2021,Idaho,Correctional Facilities,Multiple disabilities,0,1,0,1
2021,Idaho,Home,Multiple disabilities,-,-,-,-
2021,Idaho,Homebound/Hospital,Multiple disabilities,4,9,2,15
2021,Idaho,Inside regular class 40% through 79% of the day,Multiple disabilities,56,101,17,174
2021,Idaho,Inside regular class 80% or more of the day,Multiple disabilities,55,47,7,109
2021,Idaho,Inside regular class less than 40% of the day,Multiple disabilities,164,190,72,426
2021,Idaho,Parentally Placed in Private Schools,Multiple disabilities,0,1,0,1
2021,Idaho,"Residential Facility, Early Childhood",Multiple disabilities,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Multiple disabilities,0,0,1,1
2021,Idaho,Separate Class,Multiple disabilities,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Multiple disabilities,-,-,-,-
2021,Idaho,"Separate School, School Age",Multiple disabilities,18,16,6,40
2021,Idaho,Service Provider Location,Multiple disabilities,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Multiple disabilities,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Multiple disabilities,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Multiple disabilities,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Multiple disabilities,-,-,-,-
2021,Idaho,"Total, Early Childhood",Multiple disabilities,-,-,-,-
2021,Idaho,"Total, School Age",Multiple disabilities,297,365,105,767
2021,Idaho,Correctional Facilities,Orthopedic impairment,0,0,0,0
2021,Idaho,Home,Orthopedic impairment,-,-,-,-
2021,Idaho,Homebound/Hospital,Orthopedic impairment,0,0,0,0
2021,Idaho,Inside regular class 40% through 79% of the day,Orthopedic impairment,12,12,0,24
2021,Idaho,Inside regular class 80% or more of the day,Orthopedic impairment,35,23,4,62
2021,Idaho,Inside regular class less than 40% of the day,Orthopedic impairment,6,2,1,9
2021,Idaho,Parentally Placed in Private Schools,Orthopedic impairment,0,0,0,0
2021,Idaho,"Residential Facility, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Orthopedic impairment,0,0,0,0
2021,Idaho,Separate Class,Orthopedic impairment,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Idaho,"Separate School, School Age",Orthopedic impairment,0,0,0,0
2021,Idaho,Service Provider Location,Orthopedic impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Orthopedic impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Orthopedic impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Orthopedic impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Orthopedic impairment,-,-,-,-
2021,Idaho,"Total, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Idaho,"Total, School Age",Orthopedic impairment,53,37,5,95
2021,Idaho,Correctional Facilities,Other health impairment,0,23,12,35
2021,Idaho,Home,Other health impairment,-,-,-,-
2021,Idaho,Homebound/Hospital,Other health impairment,8,3,0,11
2021,Idaho,Inside regular class 40% through 79% of the day,Other health impairment,743,1558,59,2360
2021,Idaho,Inside regular class 80% or more of the day,Other health impairment,2278,2984,171,5433
2021,Idaho,Inside regular class less than 40% of the day,Other health impairment,195,179,22,396
2021,Idaho,Parentally Placed in Private Schools,Other health impairment,5,0,0,5
2021,Idaho,"Residential Facility, Early Childhood",Other health impairment,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Other health impairment,1,6,2,9
2021,Idaho,Separate Class,Other health impairment,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Other health impairment,-,-,-,-
2021,Idaho,"Separate School, School Age",Other health impairment,10,5,4,19
2021,Idaho,Service Provider Location,Other health impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Idaho,"Total, Early Childhood",Other health impairment,-,-,-,-
2021,Idaho,"Total, School Age",Other health impairment,3240,4758,270,8268
2021,Idaho,Correctional Facilities,Specific learning disability,0,7,13,20
2021,Idaho,Home,Specific learning disability,-,-,-,-
2021,Idaho,Homebound/Hospital,Specific learning disability,0,2,0,2
2021,Idaho,Inside regular class 40% through 79% of the day,Specific learning disability,453,1396,55,1904
2021,Idaho,Inside regular class 80% or more of the day,Specific learning disability,2006,3131,169,5306
2021,Idaho,Inside regular class less than 40% of the day,Specific learning disability,16,54,2,72
2021,Idaho,Parentally Placed in Private Schools,Specific learning disability,2,1,0,3
2021,Idaho,"Residential Facility, Early Childhood",Specific learning disability,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Specific learning disability,0,0,0,0
2021,Idaho,Separate Class,Specific learning disability,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Specific learning disability,-,-,-,-
2021,Idaho,"Separate School, School Age",Specific learning disability,2,3,1,6
2021,Idaho,Service Provider Location,Specific learning disability,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Idaho,"Total, Early Childhood",Specific learning disability,-,-,-,-
2021,Idaho,"Total, School Age",Specific learning disability,2479,4594,240,7313
2021,Idaho,Correctional Facilities,Speech or language impairment,1,0,2,3
2021,Idaho,Home,Speech or language impairment,-,-,-,-
2021,Idaho,Homebound/Hospital,Speech or language impairment,0,0,0,0
2021,Idaho,Inside regular class 40% through 79% of the day,Speech or language impairment,354,417,22,793
2021,Idaho,Inside regular class 80% or more of the day,Speech or language impairment,5524,897,37,6458
2021,Idaho,Inside regular class less than 40% of the day,Speech or language impairment,58,32,1,91
2021,Idaho,Parentally Placed in Private Schools,Speech or language impairment,63,6,0,69
2021,Idaho,"Residential Facility, Early Childhood",Speech or language impairment,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Speech or language impairment,0,0,1,1
2021,Idaho,Separate Class,Speech or language impairment,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Speech or language impairment,-,-,-,-
2021,Idaho,"Separate School, School Age",Speech or language impairment,4,0,1,5
2021,Idaho,Service Provider Location,Speech or language impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Idaho,"Total, Early Childhood",Speech or language impairment,-,-,-,-
2021,Idaho,"Total, School Age",Speech or language impairment,6004,1352,64,7420
2021,Idaho,Correctional Facilities,Traumatic brain injury,0,1,1,2
2021,Idaho,Home,Traumatic brain injury,-,-,-,-
2021,Idaho,Homebound/Hospital,Traumatic brain injury,0,0,0,0
2021,Idaho,Inside regular class 40% through 79% of the day,Traumatic brain injury,9,19,3,31
2021,Idaho,Inside regular class 80% or more of the day,Traumatic brain injury,15,33,0,48
2021,Idaho,Inside regular class less than 40% of the day,Traumatic brain injury,10,12,3,25
2021,Idaho,Parentally Placed in Private Schools,Traumatic brain injury,0,0,0,0
2021,Idaho,"Residential Facility, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Traumatic brain injury,0,0,0,0
2021,Idaho,Separate Class,Traumatic brain injury,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Idaho,"Separate School, School Age",Traumatic brain injury,0,0,0,0
2021,Idaho,Service Provider Location,Traumatic brain injury,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Idaho,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Idaho,Services in Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Idaho,"Total, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Idaho,"Total, School Age",Traumatic brain injury,34,65,7,106
2021,Idaho,Correctional Facilities,Visual impairment,0,0,0,0
2021,Idaho,Home,Visual impairment,-,-,-,-
2021,Idaho,Homebound/Hospital,Visual impairment,0,0,0,0
2021,Idaho,Inside regular class 40% through 79% of the day,Visual impairment,8,12,1,21
2021,Idaho,Inside regular class 80% or more of the day,Visual impairment,34,27,2,63
2021,Idaho,Inside regular class less than 40% of the day,Visual impairment,0,2,0,2
2021,Idaho,Parentally Placed in Private Schools,Visual impairment,0,0,0,0
2021,Idaho,"Residential Facility, Early Childhood",Visual impairment,-,-,-,-
2021,Idaho,"Residential Facility, School Age",Visual impairment,1,2,0,3
2021,Idaho,Separate Class,Visual impairment,-,-,-,-
2021,Idaho,"Separate School, Early Childhood",Visual impairment,-,-,-,-
2021,Idaho,"Separate School, School Age",Visual impairment,2,12,2,16
