yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,majorityEntry,citizenship,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,meansOfControlConcatenated,isForcedLabour,isSexualExploit,isOtherExploit,isSexAndLabour,isForcedMarriage,isForcedMilitary,isOrganRemoval,isSlaveryAndPractices,typeOfExploitConcatenated,typeOfLabourAgriculture,typeOfLabourAquafarming,typeOfLabourBegging,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourIllicitActivities,typeOfLabourManufacturing,typeOfLabourMiningOrDrilling,typeOfLabourPeddling,typeOfLabourTransportation,typeOfLabourOther,typeOfLabourNotSpecified,typeOfLabourConcatenated,typeOfSexProstitution,typeOfSexPornography,typeOfSexRemoteInteractiveServices,typeOfSexPrivateSexualServices,typeOfSexConcatenated,isAbduction,RecruiterRelationship,CountryOfExploitation,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther,recruiterRelationUnknown
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,MD,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MD,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,-99,-99,-99,-99,1,-99,1,-99,-99,1,-99,-99,0,Excessive working hours;Psychological abuse;Restricts movement;Withholds necessities,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,1,-99,1,1,1,-99,1,-99,1,-99,1,-99,-99,1,1,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse;Restricts movement;Takes earnings;Threats;Withholds documents;Withholds necessities,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,0,Physical Abuse;Psychological abuse;Restricts medical care;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;Physical Abuse;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,0,False promises;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,-99,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,-99,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Physical Abuse;Psychological abuse;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,-99,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Physical Abuse;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,1,-99,-99,1,-99,1,-99,-99,1,-99,-99,0,Excessive working hours;Physical Abuse;Psychological abuse;Restricts movement;Sexual abuse;Withholds necessities,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,1,-99,-99,1,-99,-99,0,Excessive working hours;Physical Abuse;Psychological abuse;Restricts movement;Withholds necessities,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Physical Abuse;Psychological abuse;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Physical Abuse;Psychological abuse;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,-99,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,1,-99,1,-99,1,-99,-99,-99,1,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse;Restricts movement;Threats;Withholds documents,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,1,1,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,0,False promises;Physical Abuse;Psychological abuse;Restricts movement;Threats,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,0,Excessive working hours;Physical Abuse;Threats;Withholds necessities,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;False promises;Physical Abuse;Psychological abuse;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,0,Excessive working hours;Physical Abuse;Psychological abuse;Restricts medical care;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Other,BD,0,0,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,0,False promises;Physical Abuse;Psychological abuse;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,Minor,MM,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,0,Excessive working hours;Physical Abuse;Psychological abuse;Restricts movement,1,0,0,0,0,0,0,-99,Forced labour,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,0,Friend/Acquaintance,BD,0,1,0,1,0
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,9--17,Minor,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,1,0,0,0,0,-99,0,0,1,0,0,Debt bondage;False promises;Withholds documents,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,1,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,Debt bondage,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Adult,-99,-99,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,TH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,-99,-99,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
